Harvest_Date,Location,Soil_Type,Avg_Temp_C,Avg_Rain_mm,Avg_Humidity,Yield_kg
2006-10-02,Block_A_North,Sandy Loam,18.7,53.8,51.3,11991
2006-10-04,Block_B_Valley,Clay Loam,22.2,33.0,61.4,13960
2006-10-05,Block_A_North,Sandy Loam,20.7,56.1,61.1,13533
2006-10-06,Block_D_River,Alluvial,18.5,45.7,60.8,11565
2006-10-07,Block_A_North,Sandy Loam,19.3,34.4,59.7,11852
2006-10-09,Block_A_North,Sandy Loam,22.4,65.9,64.2,16029
2006-10-10,Block_B_Valley,Clay Loam,22.8,66.4,63.7,12736
2006-10-12,Block_B_Valley,Clay Loam,20.5,69.5,58.1,12516
2006-10-13,Block_B_Valley,Clay Loam,20.3,63.6,61.9,11794
2006-10-14,Block_D_River,Alluvial,22.4,57.2,65.2,13968
2006-10-16,Block_D_River,Alluvial,18.8,65.6,61.4,11306
2006-10-18,Block_C_Hill,Laterite,20.2,72.9,64.0,12260
2006-10-20,Block_B_Valley,Clay Loam,23.1,39.1,61.9,13429
2006-10-21,Block_D_River,Alluvial,21.2,15.5,55.4,12019
2006-10-22,Block_A_North,Sandy Loam,21.9,62.9,62.8,14180
2006-10-24,Block_B_Valley,Clay Loam,20.0,59.0,63.8,12112
2006-10-26,Block_C_Hill,Laterite,21.4,57.6,58.7,13301
2006-10-27,Block_A_North,Sandy Loam,19.5,42.5,64.2,12463
2006-10-28,Block_C_Hill,Laterite,21.5,55.0,58.1,13119
2006-10-30,Block_D_River,Alluvial,21.7,22.6,65.9,13021
2006-11-01,Block_B_Valley,Clay Loam,24.5,100.8,68.4,14729
2006-11-02,Block_C_Hill,Laterite,20.1,86.2,63.4,13020
2006-11-04,Block_A_North,Sandy Loam,21.5,114.9,70.2,14704
2006-11-06,Block_A_North,Sandy Loam,22.1,105.8,65.8,14262
2006-11-07,Block_B_Valley,Clay Loam,26.4,87.5,63.8,14052
2006-11-08,Block_A_North,Sandy Loam,22.1,76.5,58.3,14803
2006-11-09,Block_B_Valley,Clay Loam,24.4,88.4,68.3,14431
2006-11-10,Block_A_North,Sandy Loam,20.5,76.5,64.7,12694
2006-11-11,Block_A_North,Sandy Loam,20.5,91.2,67.6,13750
2006-11-12,Block_B_Valley,Clay Loam,22.9,67.8,69.4,13179
2006-11-14,Block_A_North,Sandy Loam,22.3,90.6,59.4,14894
2006-11-15,Block_C_Hill,Laterite,21.8,80.2,65.5,12700
2006-11-17,Block_D_River,Alluvial,21.8,49.9,65.2,13288
2006-11-19,Block_A_North,Sandy Loam,22.9,56.8,61.5,14002
2006-11-20,Block_A_North,Sandy Loam,24.2,89.3,53.7,14595
2006-11-21,Block_C_Hill,Laterite,22.2,31.5,69.6,13352
2006-11-22,Block_B_Valley,Clay Loam,24.1,94.8,64.5,14087
2006-11-23,Block_A_North,Sandy Loam,23.2,60.3,65.4,15810
2006-11-24,Block_C_Hill,Laterite,23.0,89.5,67.8,14051
2006-11-26,Block_D_River,Alluvial,22.0,92.2,67.6,14115
2006-11-27,Block_A_North,Sandy Loam,22.6,94.3,73.7,13984
2006-11-29,Block_A_North,Sandy Loam,22.8,83.7,56.4,14849
2006-11-30,Block_A_North,Sandy Loam,21.0,103.3,61.5,13944
2006-12-02,Block_C_Hill,Laterite,24.7,92.7,61.5,14756
2006-12-03,Block_C_Hill,Laterite,27.2,136.9,77.0,14263
2006-12-05,Block_A_North,Sandy Loam,23.0,107.0,69.6,14879
2006-12-06,Block_A_North,Sandy Loam,26.9,85.9,64.4,15038
2006-12-07,Block_C_Hill,Laterite,21.3,148.9,79.5,12249
2006-12-08,Block_B_Valley,Clay Loam,22.4,112.2,70.7,13802
2006-12-10,Block_B_Valley,Clay Loam,26.0,115.1,70.4,13998
2006-12-11,Block_A_North,Sandy Loam,23.7,126.2,64.5,15316
2006-12-12,Block_A_North,Sandy Loam,24.7,102.1,66.3,15301
2006-12-13,Block_A_North,Sandy Loam,24.4,98.6,75.9,15489
2006-12-15,Block_A_North,Sandy Loam,24.1,105.0,65.4,16111
2006-12-16,Block_C_Hill,Laterite,24.7,135.2,77.1,14719
2006-12-18,Block_A_North,Sandy Loam,26.6,133.4,71.3,15038
2006-12-19,Block_B_Valley,Clay Loam,24.3,102.6,62.7,13840
2006-12-21,Block_A_North,Sandy Loam,27.5,161.5,63.0,14655
2006-12-22,Block_D_River,Alluvial,24.5,131.3,72.4,14089
2006-12-23,Block_C_Hill,Laterite,25.2,128.4,80.2,15400
2006-12-24,Block_B_Valley,Clay Loam,25.4,119.7,69.9,14009
2006-12-25,Block_D_River,Alluvial,24.3,106.4,68.3,14492
2006-12-27,Block_A_North,Sandy Loam,26.5,116.8,76.6,14718
2006-12-29,Block_D_River,Alluvial,25.0,139.2,66.1,14275
2006-12-30,Block_C_Hill,Laterite,25.8,96.3,66.3,14511
2007-01-01,Block_B_Valley,Clay Loam,27.0,186.9,69.1,13389
2007-01-03,Block_C_Hill,Laterite,29.3,147.4,77.6,12296
2007-01-05,Block_D_River,Alluvial,28.1,151.3,79.7,12758
2007-01-06,Block_B_Valley,Clay Loam,28.2,160.4,80.6,12270
2007-01-07,Block_A_North,Sandy Loam,28.2,159.2,75.3,13838
2007-01-08,Block_D_River,Alluvial,26.3,150.1,70.9,14090
2007-01-09,Block_B_Valley,Clay Loam,26.4,195.9,68.7,13617
2007-01-11,Block_A_North,Sandy Loam,27.3,140.4,79.6,15689
2007-01-12,Block_D_River,Alluvial,25.5,197.4,74.7,13771
2007-01-14,Block_B_Valley,Clay Loam,26.9,161.1,78.9,13475
2007-01-15,Block_A_North,Sandy Loam,26.0,153.5,61.5,15366
2007-01-16,Block_C_Hill,Laterite,25.9,190.9,72.7,14877
2007-01-17,Block_D_River,Alluvial,25.2,130.8,70.6,13681
2007-01-18,Block_D_River,Alluvial,29.1,175.2,80.8,12501
2007-01-19,Block_A_North,Sandy Loam,26.9,110.4,73.7,15188
2007-01-20,Block_B_Valley,Clay Loam,27.6,161.5,74.7,12901
2007-01-22,Block_D_River,Alluvial,28.6,152.9,69.3,11902
2007-01-24,Block_A_North,Sandy Loam,25.6,159.6,80.1,14882
2007-01-25,Block_C_Hill,Laterite,28.0,169.8,85.0,13280
2007-01-26,Block_C_Hill,Laterite,28.4,150.5,82.4,13806
2007-01-28,Block_D_River,Alluvial,30.1,160.9,75.9,11844
2007-01-30,Block_B_Valley,Clay Loam,27.8,155.3,72.9,13396
2007-02-01,Block_C_Hill,Laterite,28.4,181.2,76.2,13430
2007-02-03,Block_A_North,Sandy Loam,30.1,163.9,79.8,12560
2007-02-04,Block_B_Valley,Clay Loam,30.5,163.4,70.7,11206
2007-02-05,Block_B_Valley,Clay Loam,31.6,196.1,76.3,10156
2007-02-07,Block_D_River,Alluvial,32.3,191.1,79.9,10076
2007-02-09,Block_C_Hill,Laterite,32.9,172.3,84.2,10891
2007-02-10,Block_B_Valley,Clay Loam,29.6,185.1,77.7,11679
2007-02-11,Block_D_River,Alluvial,27.8,189.9,74.4,13442
2007-02-13,Block_D_River,Alluvial,29.0,160.7,88.5,12353
2007-02-14,Block_C_Hill,Laterite,29.6,209.9,72.5,12490
2007-02-15,Block_D_River,Alluvial,29.5,181.1,78.2,12214
2007-02-16,Block_B_Valley,Clay Loam,27.7,221.7,68.8,12331
2007-02-18,Block_D_River,Alluvial,32.6,161.3,82.2,10851
2007-02-20,Block_B_Valley,Clay Loam,29.5,177.6,77.3,12151
2007-02-21,Block_A_North,Sandy Loam,33.5,175.7,77.7,11133
2007-02-23,Block_D_River,Alluvial,29.4,209.2,77.6,11490
2007-02-25,Block_C_Hill,Laterite,30.3,161.0,86.2,11848
2007-02-26,Block_A_North,Sandy Loam,28.4,163.7,73.0,13265
2007-02-28,Block_C_Hill,Laterite,29.0,224.3,83.7,12785
2007-03-02,Block_C_Hill,Laterite,30.2,197.2,87.8,12170
2007-03-03,Block_B_Valley,Clay Loam,29.8,188.9,84.8,11071
2007-03-05,Block_A_North,Sandy Loam,27.7,222.0,83.7,13867
2007-03-06,Block_B_Valley,Clay Loam,30.7,204.3,77.8,11183
2007-03-08,Block_B_Valley,Clay Loam,28.6,191.9,68.2,11831
2007-03-09,Block_C_Hill,Laterite,31.7,189.6,79.9,10894
2007-03-11,Block_B_Valley,Clay Loam,28.1,192.6,68.8,12431
2007-03-13,Block_A_North,Sandy Loam,28.7,197.1,85.6,13131
2007-03-15,Block_C_Hill,Laterite,25.8,166.2,88.8,14069
2007-03-16,Block_C_Hill,Laterite,29.3,203.6,76.9,13781
2007-03-18,Block_A_North,Sandy Loam,31.1,204.2,64.0,11398
2007-03-20,Block_D_River,Alluvial,29.8,212.1,76.2,12117
2007-03-21,Block_B_Valley,Clay Loam,31.0,234.9,82.9,10744
2007-03-22,Block_C_Hill,Laterite,30.3,194.9,81.6,11699
2007-03-23,Block_B_Valley,Clay Loam,28.9,192.4,79.4,12779
2007-03-24,Block_D_River,Alluvial,30.0,197.9,81.6,11687
2007-03-25,Block_B_Valley,Clay Loam,31.5,245.8,70.0,10772
2007-03-27,Block_A_North,Sandy Loam,30.6,199.8,83.3,11738
2007-03-28,Block_C_Hill,Laterite,29.8,197.5,73.8,12009
2007-03-29,Block_D_River,Alluvial,30.7,196.1,77.5,11382
2007-03-30,Block_B_Valley,Clay Loam,31.2,217.0,83.7,9982
2007-03-31,Block_C_Hill,Laterite,28.1,210.4,78.7,12753
2007-04-02,Block_A_North,Sandy Loam,31.3,151.7,84.1,12547
2007-04-04,Block_C_Hill,Laterite,29.5,195.7,72.0,12705
2007-04-06,Block_C_Hill,Laterite,31.2,154.9,72.1,11233
2007-04-07,Block_C_Hill,Laterite,30.8,190.8,80.0,11798
2007-04-09,Block_D_River,Alluvial,31.5,189.8,74.4,10748
2007-04-10,Block_C_Hill,Laterite,29.7,236.3,91.5,11309
2007-04-11,Block_C_Hill,Laterite,29.7,168.5,72.9,11262
2007-04-12,Block_D_River,Alluvial,31.5,179.5,75.7,11152
2007-04-14,Block_C_Hill,Laterite,29.8,164.2,77.3,11984
2007-04-16,Block_B_Valley,Clay Loam,29.0,199.3,77.5,12141
2007-04-18,Block_D_River,Alluvial,30.8,182.6,82.8,12012
2007-04-20,Block_C_Hill,Laterite,28.4,186.2,73.2,13228
2007-04-21,Block_D_River,Alluvial,28.5,160.0,72.4,12149
2007-04-23,Block_A_North,Sandy Loam,27.3,218.8,82.7,14537
2007-04-24,Block_C_Hill,Laterite,28.4,185.9,71.4,13110
2007-04-25,Block_B_Valley,Clay Loam,29.0,204.2,82.0,11493
2007-04-27,Block_D_River,Alluvial,27.8,209.0,85.0,12855
2007-04-29,Block_C_Hill,Laterite,30.8,210.2,70.3,12309
2007-05-01,Block_D_River,Alluvial,25.5,145.6,79.5,14439
2007-05-03,Block_A_North,Sandy Loam,27.2,216.0,73.4,13140
2007-05-04,Block_B_Valley,Clay Loam,23.6,131.9,78.2,14162
2007-05-05,Block_B_Valley,Clay Loam,29.5,133.6,71.6,11468
2007-05-06,Block_C_Hill,Laterite,27.5,150.4,71.3,14090
2007-05-08,Block_B_Valley,Clay Loam,28.3,137.1,78.5,12376
2007-05-09,Block_B_Valley,Clay Loam,26.9,162.2,83.2,13610
2007-05-10,Block_D_River,Alluvial,28.4,151.7,74.0,12327
2007-05-12,Block_B_Valley,Clay Loam,28.7,153.9,76.4,12214
2007-05-13,Block_D_River,Alluvial,29.5,184.8,78.8,11938
2007-05-15,Block_B_Valley,Clay Loam,26.6,169.5,74.9,13461
2007-05-16,Block_A_North,Sandy Loam,28.4,160.1,75.7,14353
2007-05-17,Block_A_North,Sandy Loam,27.9,203.6,72.1,13689
2007-05-18,Block_B_Valley,Clay Loam,30.2,174.2,67.3,11280
2007-05-20,Block_B_Valley,Clay Loam,28.1,170.4,67.6,12683
2007-05-22,Block_C_Hill,Laterite,27.2,193.3,78.6,13877
2007-05-24,Block_B_Valley,Clay Loam,25.8,137.7,72.7,14477
2007-05-25,Block_C_Hill,Laterite,28.0,149.7,79.4,13146
2007-05-27,Block_C_Hill,Laterite,27.3,145.1,67.4,14227
2007-05-29,Block_C_Hill,Laterite,28.3,162.7,80.1,13781
2007-05-30,Block_A_North,Sandy Loam,28.1,120.9,71.7,14005
2007-06-01,Block_C_Hill,Laterite,24.1,88.5,71.2,14704
2007-06-02,Block_B_Valley,Clay Loam,26.7,121.7,74.7,14623
2007-06-03,Block_A_North,Sandy Loam,24.6,102.7,67.9,16653
2007-06-05,Block_C_Hill,Laterite,26.6,119.9,71.8,14171
2007-06-06,Block_C_Hill,Laterite,24.7,145.1,61.8,14650
2007-06-07,Block_B_Valley,Clay Loam,24.8,106.6,50.6,14485
2007-06-09,Block_B_Valley,Clay Loam,27.8,139.2,74.9,13293
2007-06-10,Block_C_Hill,Laterite,24.1,124.2,73.0,15124
2007-06-12,Block_A_North,Sandy Loam,26.2,109.1,65.2,15498
2007-06-13,Block_D_River,Alluvial,27.3,145.8,72.5,13742
2007-06-14,Block_B_Valley,Clay Loam,26.5,138.7,71.3,13725
2007-06-16,Block_C_Hill,Laterite,24.9,110.9,64.0,14753
2007-06-18,Block_C_Hill,Laterite,27.5,108.9,76.4,14430
2007-06-20,Block_D_River,Alluvial,23.6,109.4,73.4,14371
2007-06-21,Block_A_North,Sandy Loam,26.6,107.9,71.7,14966
2007-06-22,Block_B_Valley,Clay Loam,23.4,58.3,74.7,13683
2007-06-23,Block_D_River,Alluvial,26.1,106.9,68.2,15041
2007-06-25,Block_D_River,Alluvial,25.7,101.7,71.0,14329
2007-06-27,Block_D_River,Alluvial,23.1,130.6,66.2,13598
2007-06-28,Block_A_North,Sandy Loam,27.0,87.7,77.0,14508
2007-06-29,Block_D_River,Alluvial,24.3,123.5,71.4,13960
2007-07-01,Block_D_River,Alluvial,22.5,55.1,69.6,14150
2007-07-02,Block_A_North,Sandy Loam,21.9,96.9,57.9,13984
2007-07-04,Block_C_Hill,Laterite,22.7,60.8,73.3,14062
2007-07-05,Block_A_North,Sandy Loam,23.2,29.4,73.4,14983
2007-07-07,Block_A_North,Sandy Loam,21.5,87.2,67.5,13531
2007-07-08,Block_B_Valley,Clay Loam,19.8,100.0,69.8,12418
2007-07-09,Block_A_North,Sandy Loam,24.0,117.9,64.8,15092
2007-07-11,Block_C_Hill,Laterite,25.2,96.3,63.9,15250
2007-07-12,Block_A_North,Sandy Loam,22.8,76.0,64.9,14496
2007-07-13,Block_B_Valley,Clay Loam,22.9,84.7,65.4,13034
2007-07-15,Block_B_Valley,Clay Loam,22.3,61.7,61.7,13826
2007-07-16,Block_B_Valley,Clay Loam,22.0,47.3,68.2,12834
2007-07-18,Block_C_Hill,Laterite,20.8,52.7,71.4,13093
2007-07-20,Block_B_Valley,Clay Loam,22.2,72.5,69.4,13585
2007-07-21,Block_C_Hill,Laterite,25.3,76.5,68.3,14573
2007-07-22,Block_D_River,Alluvial,23.2,82.9,53.7,14872
2007-07-24,Block_A_North,Sandy Loam,22.6,53.4,65.0,14811
2007-07-25,Block_A_North,Sandy Loam,22.6,63.3,70.3,14739
2007-07-26,Block_C_Hill,Laterite,24.6,96.4,67.3,14633
2007-07-28,Block_D_River,Alluvial,22.2,105.9,63.4,13269
2007-07-29,Block_A_North,Sandy Loam,21.0,90.8,73.1,13509
2007-07-30,Block_D_River,Alluvial,22.2,36.5,69.8,13453
2007-08-01,Block_A_North,Sandy Loam,19.9,59.8,56.2,13147
2007-08-03,Block_C_Hill,Laterite,18.4,32.4,70.1,11766
2007-08-04,Block_D_River,Alluvial,21.7,82.5,61.9,13075
2007-08-06,Block_B_Valley,Clay Loam,21.5,43.8,53.4,12525
2007-08-08,Block_C_Hill,Laterite,20.9,24.2,62.8,12151
2007-08-10,Block_A_North,Sandy Loam,21.7,40.9,61.8,13955
2007-08-12,Block_C_Hill,Laterite,20.1,48.9,57.8,13330
2007-08-13,Block_C_Hill,Laterite,20.9,69.0,64.3,13863
2007-08-14,Block_C_Hill,Laterite,24.0,43.2,63.9,13974
2007-08-15,Block_B_Valley,Clay Loam,20.1,42.6,54.2,11904
2007-08-16,Block_B_Valley,Clay Loam,19.2,68.2,57.0,11580
2007-08-18,Block_D_River,Alluvial,21.8,67.1,66.3,12422
2007-08-19,Block_B_Valley,Clay Loam,18.8,49.0,68.2,11831
2007-08-20,Block_C_Hill,Laterite,20.7,35.5,59.8,12953
2007-08-22,Block_B_Valley,Clay Loam,19.2,53.1,65.0,11668
2007-08-24,Block_D_River,Alluvial,20.3,46.2,64.5,12632
2007-08-25,Block_B_Valley,Clay Loam,19.6,43.9,63.8,12133
2007-08-26,Block_C_Hill,Laterite,20.9,35.2,60.0,12715
2007-08-27,Block_D_River,Alluvial,21.7,15.3,58.4,12406
2007-08-29,Block_A_North,Sandy Loam,22.4,46.8,60.7,15017
2007-08-31,Block_C_Hill,Laterite,20.7,29.6,63.2,12367
2007-09-02,Block_A_North,Sandy Loam,20.5,33.8,66.7,13846
2007-09-03,Block_C_Hill,Laterite,19.6,4.9,64.3,11323
2007-09-05,Block_A_North,Sandy Loam,20.1,19.9,58.5,12862
2007-09-07,Block_D_River,Alluvial,18.2,90.9,56.7,11731
2007-09-09,Block_C_Hill,Laterite,19.2,40.3,61.2,12243
2007-09-10,Block_D_River,Alluvial,20.3,17.3,57.8,11842
2007-09-11,Block_D_River,Alluvial,19.4,57.8,59.3,11613
2007-09-12,Block_A_North,Sandy Loam,19.6,45.5,55.1,12277
2007-09-14,Block_A_North,Sandy Loam,23.6,67.8,51.6,14381
2007-09-15,Block_C_Hill,Laterite,21.9,38.9,59.4,13155
2007-09-17,Block_C_Hill,Laterite,20.9,21.5,64.2,12701
2007-09-19,Block_C_Hill,Laterite,19.5,89.5,56.6,12055
2007-09-21,Block_B_Valley,Clay Loam,20.7,30.6,55.0,12475
2007-09-23,Block_A_North,Sandy Loam,17.2,28.5,59.5,11255
2007-09-25,Block_C_Hill,Laterite,19.3,32.1,60.3,11495
2007-09-27,Block_C_Hill,Laterite,20.0,68.2,66.4,12749
2007-09-28,Block_B_Valley,Clay Loam,18.1,17.0,52.4,10531
2007-09-30,Block_A_North,Sandy Loam,20.0,49.4,71.1,13200
2007-10-02,Block_D_River,Alluvial,17.9,32.8,56.9,10711
2007-10-03,Block_A_North,Sandy Loam,18.4,59.0,66.0,12028
2007-10-05,Block_A_North,Sandy Loam,21.5,60.4,61.4,15415
2007-10-06,Block_A_North,Sandy Loam,22.8,57.3,63.4,15177
2007-10-08,Block_A_North,Sandy Loam,21.6,58.5,54.4,14488
2007-10-10,Block_B_Valley,Clay Loam,19.8,76.7,51.7,11283
2007-10-12,Block_A_North,Sandy Loam,22.0,46.2,50.0,14297
2007-10-13,Block_D_River,Alluvial,19.4,72.7,65.0,11191
2007-10-14,Block_A_North,Sandy Loam,18.8,53.9,64.6,12348
2007-10-16,Block_B_Valley,Clay Loam,22.6,40.9,61.2,14197
2007-10-18,Block_C_Hill,Laterite,21.0,42.6,71.1,12439
2007-10-19,Block_C_Hill,Laterite,20.4,57.0,63.1,12014
2007-10-21,Block_B_Valley,Clay Loam,18.4,31.9,64.3,10422
2007-10-23,Block_B_Valley,Clay Loam,21.7,10.5,57.9,13450
2007-10-24,Block_B_Valley,Clay Loam,22.2,85.2,62.7,13741
2007-10-26,Block_D_River,Alluvial,18.0,32.9,63.0,11115
2007-10-27,Block_A_North,Sandy Loam,21.2,68.0,60.2,14126
2007-10-29,Block_C_Hill,Laterite,21.0,88.0,64.4,12708
2007-10-31,Block_A_North,Sandy Loam,22.6,9.8,65.5,14313
2007-11-02,Block_C_Hill,Laterite,23.5,43.8,61.3,14534
2007-11-03,Block_D_River,Alluvial,24.5,79.3,60.5,14409
2007-11-04,Block_C_Hill,Laterite,21.9,96.8,59.8,13349
2007-11-05,Block_C_Hill,Laterite,21.6,100.8,51.0,14417
2007-11-07,Block_B_Valley,Clay Loam,21.6,105.4,67.6,12323
2007-11-09,Block_D_River,Alluvial,22.9,75.2,68.3,13040
2007-11-10,Block_B_Valley,Clay Loam,23.5,80.3,70.7,13151
2007-11-12,Block_A_North,Sandy Loam,19.6,62.8,72.8,12542
2007-11-14,Block_C_Hill,Laterite,20.3,83.3,60.8,12796
2007-11-15,Block_D_River,Alluvial,24.1,66.9,64.0,14098
2007-11-17,Block_B_Valley,Clay Loam,21.5,89.1,72.1,12423
2007-11-19,Block_B_Valley,Clay Loam,24.1,78.1,66.8,14675
2007-11-21,Block_A_North,Sandy Loam,22.4,38.2,71.7,13920
2007-11-22,Block_C_Hill,Laterite,22.4,65.4,65.2,14281
2007-11-23,Block_B_Valley,Clay Loam,21.9,117.9,59.4,13569
2007-11-24,Block_C_Hill,Laterite,22.3,89.9,61.5,15046
2007-11-26,Block_A_North,Sandy Loam,22.1,92.8,66.4,14403
2007-11-27,Block_D_River,Alluvial,19.6,105.3,70.0,11705
2007-11-29,Block_C_Hill,Laterite,21.7,93.5,71.5,14065
2007-11-30,Block_A_North,Sandy Loam,21.4,79.9,66.6,14153
2007-12-01,Block_B_Valley,Clay Loam,24.1,114.5,59.7,13570
2007-12-02,Block_B_Valley,Clay Loam,27.2,123.9,74.1,13690
2007-12-03,Block_A_North,Sandy Loam,25.3,127.6,70.7,15273
2007-12-05,Block_C_Hill,Laterite,25.2,120.4,66.7,15664
2007-12-07,Block_B_Valley,Clay Loam,27.5,78.5,66.6,13943
2007-12-08,Block_C_Hill,Laterite,25.0,111.6,68.4,14907
2007-12-10,Block_A_North,Sandy Loam,24.3,112.4,75.7,15257
2007-12-11,Block_D_River,Alluvial,25.2,108.6,72.6,14953
2007-12-12,Block_C_Hill,Laterite,24.9,115.5,73.8,15197
2007-12-13,Block_A_North,Sandy Loam,25.0,98.5,63.7,16182
2007-12-15,Block_D_River,Alluvial,27.6,120.3,76.2,12983
2007-12-16,Block_D_River,Alluvial,27.6,117.9,72.9,13608
2007-12-17,Block_D_River,Alluvial,25.4,126.8,63.5,14183
2007-12-19,Block_A_North,Sandy Loam,23.3,139.0,68.1,14853
2007-12-20,Block_B_Valley,Clay Loam,23.4,114.2,66.0,14460
2007-12-22,Block_C_Hill,Laterite,24.4,146.7,68.0,15063
2007-12-24,Block_C_Hill,Laterite,24.8,131.5,58.5,14478
2007-12-26,Block_D_River,Alluvial,24.7,119.9,62.4,14573
2007-12-27,Block_C_Hill,Laterite,19.9,165.4,69.6,12923
2007-12-28,Block_D_River,Alluvial,25.2,137.1,71.8,14541
2007-12-30,Block_B_Valley,Clay Loam,24.0,102.3,65.6,13975
2007-12-31,Block_B_Valley,Clay Loam,23.7,145.7,67.0,13613
2008-01-01,Block_D_River,Alluvial,26.9,168.7,74.2,13001
2008-01-03,Block_A_North,Sandy Loam,27.3,135.5,80.9,14248
2008-01-04,Block_B_Valley,Clay Loam,28.9,182.3,76.2,11817
2008-01-06,Block_B_Valley,Clay Loam,27.4,176.3,77.3,12415
2008-01-07,Block_C_Hill,Laterite,29.4,163.2,82.1,12243
2008-01-09,Block_B_Valley,Clay Loam,27.4,174.3,75.6,13405
2008-01-10,Block_C_Hill,Laterite,23.9,184.2,70.7,13591
2008-01-11,Block_D_River,Alluvial,27.0,175.5,64.4,13155
2008-01-12,Block_A_North,Sandy Loam,26.7,139.0,73.2,14603
2008-01-13,Block_A_North,Sandy Loam,26.6,170.2,74.5,13495
2008-01-14,Block_D_River,Alluvial,27.6,160.2,72.3,13490
2008-01-16,Block_A_North,Sandy Loam,26.9,141.0,66.5,14776
2008-01-18,Block_C_Hill,Laterite,26.0,147.8,80.4,14194
2008-01-20,Block_B_Valley,Clay Loam,31.2,121.3,91.8,12230
2008-01-22,Block_B_Valley,Clay Loam,28.8,173.3,77.1,11992
2008-01-23,Block_C_Hill,Laterite,27.5,159.9,84.2,13108
2008-01-25,Block_A_North,Sandy Loam,26.0,197.3,66.1,15094
2008-01-26,Block_D_River,Alluvial,25.9,165.8,77.5,12683
2008-01-28,Block_B_Valley,Clay Loam,26.6,119.7,78.7,13712
2008-01-30,Block_C_Hill,Laterite,27.5,168.6,73.0,13792
2008-02-01,Block_B_Valley,Clay Loam,30.8,193.7,84.4,11871
2008-02-02,Block_B_Valley,Clay Loam,29.4,182.8,71.0,12270
2008-02-03,Block_B_Valley,Clay Loam,28.4,168.4,73.3,12153
2008-02-05,Block_C_Hill,Laterite,30.4,208.9,76.0,11616
2008-02-07,Block_A_North,Sandy Loam,31.6,149.9,79.9,13291
2008-02-08,Block_D_River,Alluvial,27.4,220.7,81.1,12324
2008-02-09,Block_C_Hill,Laterite,30.3,194.7,78.5,12120
2008-02-10,Block_D_River,Alluvial,29.7,169.8,87.9,11828
2008-02-12,Block_B_Valley,Clay Loam,30.4,201.9,78.8,11481
2008-02-14,Block_B_Valley,Clay Loam,28.7,181.9,74.6,12639
2008-02-15,Block_A_North,Sandy Loam,31.8,191.7,79.8,11774
2008-02-16,Block_A_North,Sandy Loam,31.0,218.2,78.2,11959
2008-02-17,Block_D_River,Alluvial,28.1,209.6,78.2,12195
2008-02-19,Block_A_North,Sandy Loam,29.8,154.8,80.8,13308
2008-02-20,Block_A_North,Sandy Loam,29.7,194.9,75.8,12455
2008-02-21,Block_D_River,Alluvial,29.5,229.1,80.1,11901
2008-02-22,Block_B_Valley,Clay Loam,30.1,188.3,81.2,11489
2008-02-24,Block_D_River,Alluvial,31.4,187.6,79.8,10320
2008-02-25,Block_D_River,Alluvial,30.6,173.1,72.7,11634
2008-02-26,Block_D_River,Alluvial,28.1,192.4,74.5,12875
2008-02-28,Block_A_North,Sandy Loam,31.8,164.1,77.8,12671
2008-03-01,Block_C_Hill,Laterite,31.1,232.1,83.7,11436
2008-03-03,Block_C_Hill,Laterite,28.2,210.3,84.1,13121
2008-03-05,Block_D_River,Alluvial,29.8,175.6,77.2,12361
2008-03-07,Block_B_Valley,Clay Loam,30.3,204.4,74.7,10887
2008-03-09,Block_C_Hill,Laterite,30.4,222.9,76.5,12045
2008-03-10,Block_B_Valley,Clay Loam,27.9,190.1,76.6,12340
2008-03-12,Block_B_Valley,Clay Loam,31.9,176.8,77.2,11122
2008-03-14,Block_C_Hill,Laterite,28.8,204.5,85.8,12349
2008-03-15,Block_B_Valley,Clay Loam,28.8,204.2,73.1,11567
2008-03-16,Block_A_North,Sandy Loam,31.4,159.7,81.3,12191
2008-03-17,Block_B_Valley,Clay Loam,31.9,216.1,79.8,10253
2008-03-19,Block_C_Hill,Laterite,29.2,208.8,76.6,12374
2008-03-20,Block_A_North,Sandy Loam,29.9,173.7,82.2,13283
2008-03-21,Block_A_North,Sandy Loam,31.6,225.9,86.4,11926
2008-03-22,Block_C_Hill,Laterite,29.1,223.2,78.8,12773
2008-03-23,Block_D_River,Alluvial,27.9,187.9,78.9,13082
2008-03-25,Block_D_River,Alluvial,28.3,197.2,82.4,12199
2008-03-26,Block_B_Valley,Clay Loam,30.0,208.4,80.9,11534
2008-03-28,Block_D_River,Alluvial,32.8,188.1,85.9,10428
2008-03-30,Block_D_River,Alluvial,30.7,182.1,81.6,10603
2008-04-01,Block_B_Valley,Clay Loam,28.7,176.6,74.1,11527
2008-04-03,Block_D_River,Alluvial,28.6,162.5,71.2,12731
2008-04-05,Block_A_North,Sandy Loam,32.0,206.5,77.5,12778
2008-04-06,Block_B_Valley,Clay Loam,27.7,197.2,85.8,12392
2008-04-08,Block_D_River,Alluvial,29.1,142.2,76.2,12537
2008-04-09,Block_D_River,Alluvial,29.4,161.9,88.3,12394
2008-04-11,Block_A_North,Sandy Loam,28.7,184.4,77.5,11958
2008-04-13,Block_D_River,Alluvial,33.4,204.5,78.0,9876
2008-04-14,Block_A_North,Sandy Loam,28.6,177.1,83.5,12923
2008-04-15,Block_C_Hill,Laterite,29.4,175.0,79.0,13052
